x1,x2,y
6,6,51
9,6,54
3,4,65
4,7,41
2,5,49
7,6,76
9,5,45
8,7,89
6,7,55
2,4,68
7,4,60
8,0,83
1,4,81
5,7,56
8,5,67
7,2,62
2,8,91
5,3,70
7,6,59
3,9,94
9,7,82
1,0,57
4,9,95
5,1,73
2,9,84
4,8,65
5,8,43
1,4,72
6,3,60
5,7,41
5,1,78
5,6,93
6,0,66
7,4,56
7,2,91
5,3,82
6,7,87
9,1,57
9,8,43
3,4,72
1,2,62
9,8,89
3,8,53
4,3,91
5,9,74
7,4,61
9,2,72
4,4,83
3,1,40
5,2,50
5,2,71
3,1,60
7,0,49
6,4,87
1,3,99
3,2,89
2,6,99
6,3,57
5,5,52
5,9,60
6,1,49
8,6,95
9,2,49
4,0,55
1,9,85
5,2,53
6,8,76
8,6,46
5,0,65
2,8,42
2,1,61
5,5,92
9,2,86
6,5,69
3,8,53
6,1,97
1,7,85
5,3,82
9,5,77
6,7,44
8,2,72
6,5,84
8,2,73
5,7,61
2,4,63
2,8,41
2,8,71
9,3,48
1,8,54
6,0,55
4,8,64
6,6,52
9,3,59
9,9,83
4,4,46
2,1,81
6,0,44
4,0,87
9,9,53
1,0,66
9,6,92
8,0,97
9,9,83
7,8,53
2,8,65
2,3,45
1,6,57
4,2,82
3,2,90
7,7,99
1,9,96
1,1,42
6,8,42
5,7,74
9,3,97
2,1,40
1,7,54
7,1,83
6,7,56
9,9,89
2,8,52
5,4,93
5,2,60
4,7,41
7,6,54
7,4,74
3,4,58
4,4,65
6,4,99
6,4,98
1,6,71
4,8,67
9,9,62
1,7,52
8,7,65
1,5,79
9,4,40
1,2,48
7,5,45
9,7,74
4,3,57
9,1,43
2,7,86
2,4,60
9,0,78
4,5,85
5,1,74
6,4,93
6,5,67
4,4,73
6,9,44
6,2,87
2,3,40
7,3,41
5,1,77
9,6,60
4,6,44
9,4,71
8,3,44
4,1,81
5,3,79
1,5,82
8,9,98
6,7,93
3,9,40
6,4,61
3,6,73
4,7,96
2,3,66
4,6,62
5,9,47
1,9,49
6,3,80
6,1,96
3,8,44
6,6,55
5,9,88
5,5,82
3,7,74
8,9,56
9,7,53
5,3,66
5,6,69
4,5,61
9,7,40
4,9,82
9,9,95
6,2,74
4,0,52
9,8,41
3,7,96
5,5,79
8,6,54
7,7,90
1,1,95
9,1,73
2,8,69
3,6,62
8,1,64
1,4,81
2,2,86
9,8,80
2,1,91
1,0,80
5,1,79
1,6,92
2,8,96
3,3,79
6,8,50
9,8,91
7,1,50
3,1,61
9,9,84
7,4,80
1,3,99
3,7,80
6,8,63
8,5,50
1,0,80
7,8,71
8,3,63
6,3,66
6,2,78
2,8,54
2,6,61
6,8,57
9,8,77
1,4,71
1,1,51
2,9,59
4,7,61
8,3,56
2,0,44
8,1,74
6,9,43
3,5,84
2,9,68
3,8,73
1,0,71
3,2,80
9,5,94
1,7,58
9,8,99
3,5,75
8,9,79
1,5,42
5,4,65
5,2,72
2,2,74
6,0,92
3,6,98
4,2,95
8,0,53
8,9,61
9,1,71
6,7,58
8,6,58
1,4,56
6,7,44
1,1,60
8,7,75
2,5,60
5,6,52
2,1,67
6,6,82
9,9,91
1,2,61
7,3,68
2,6,75
1,1,79
2,2,80
8,9,56
9,3,43
5,0,60
3,0,73
8,5,74
1,5,42
7,0,52
8,1,99
7,7,90
6,2,61
2,6,46
5,4,69
5,7,90
6,2,61
8,2,87
3,6,43
6,7,92
9,2,72
4,8,91
2,8,40
4,3,95
1,8,49
6,9,93
3,8,86
6,8,85
9,0,58
4,1,60
7,1,73
4,6,95
7,6,43
6,3,75
6,5,92
2,4,93
1,4,75
8,4,48
2,2,51
2,4,59
5,6,83
6,5,69
4,2,56
9,7,99
2,7,68
4,0,49
5,6,75
5,7,53
3,2,66
9,9,74
2,3,66
5,3,94
5,5,49
4,6,96
9,7,54
4,0,89
6,7,49
4,5,45
6,8,64
9,0,92
5,6,65
3,7,93
6,5,72
2,9,53
2,5,52
2,5,79
5,7,75
1,4,46
7,2,50
6,2,82
7,3,87
6,2,63
5,6,77
9,9,95
4,6,43
4,2,40
9,9,56
1,1,66
3,0,45
5,3,40
2,5,81
5,6,41
5,1,62
4,9,89
1,1,85
6,8,58
9,3,51
3,4,51
9,9,81
9,7,52
5,5,47
4,4,59
1,8,48
8,3,58
9,0,86
2,5,60
9,2,95
9,4,41
6,0,91
3,1,71
2,4,56
1,8,73
1,2,76
5,5,58
5,6,98
9,6,42
6,1,76
8,1,97
7,6,93
8,8,89
7,4,54
1,5,85
6,0,58
2,6,79
2,4,95
6,4,75
8,3,60
5,9,47
3,4,70
5,8,42
2,5,85
1,7,76
6,6,60
6,4,70
1,3,71
7,8,72
6,3,93
4,1,76
1,6,98
7,8,96
5,1,52
9,5,97
8,8,85
6,6,62
9,6,88
1,0,98
6,5,93
2,3,91
9,8,79
5,7,55
2,3,92
9,9,93
6,4,72
2,9,62
8,7,77
4,4,65
4,8,77
7,9,47
3,0,97
8,7,97
2,0,59
2,2,64
2,2,53
2,3,68
1,6,81
2,4,88
8,6,95
8,7,45
4,0,60
2,9,41
6,5,58
2,9,60
9,1,70
7,6,86
1,1,73
7,6,62
2,6,66
4,8,53
5,3,83
3,8,81
1,9,77
8,1,47
6,6,74
9,3,87
5,8,53
8,4,86
4,3,53
1,5,84
9,4,46
2,3,91
2,7,49
2,3,63
7,4,82
8,2,56
7,8,87
7,7,76
1,2,56
6,5,91
4,7,99
7,5,45
7,1,83
7,3,99
5,8,40
2,2,83
4,1,49
1,0,72
4,3,98
3,4,51
9,3,78
6,8,81
6,9,65
7,1,53
3,1,48
6,6,61
1,9,70
8,6,89
3,4,61
6,5,68
8,3,88
4,0,40
2,5,57
1,1,89
2,9,97
4,3,87
7,3,40
9,3,40
4,1,50
1,6,69
9,3,89
1,0,96
7,1,74
2,7,76
4,0,45
8,2,62
2,8,76
1,3,44
6,7,77
9,1,44
2,7,60
7,3,55
2,0,52
3,6,40
1,8,73
8,3,40
5,8,52
2,4,64
9,6,84
5,0,83
6,3,56
7,8,46
3,3,66
3,4,51
2,5,65
9,9,85
3,3,72
1,1,87
4,2,56
1,8,85
7,2,95
1,9,53
1,0,58
6,6,70
1,2,40
6,0,75
1,5,89
3,3,92
8,7,79
4,2,72
1,3,50
3,2,63
3,2,80
8,1,84
6,1,96
6,4,41
8,6,94
6,7,51
7,6,67
3,5,91
2,9,77
1,6,67
2,3,91
5,8,69
1,8,93
7,8,46
2,2,41
1,3,59
9,6,99
6,4,95
2,3,93
7,5,75
9,0,68
1,7,72
3,9,43
2,6,51
2,4,93
1,3,83
3,7,56
6,2,62
8,6,59
1,3,97
7,3,77
5,0,70
6,7,44
1,8,75
5,4,97
2,3,70
4,3,73
8,7,87
9,2,40
4,0,87
5,5,73
7,0,94
1,0,45
4,8,44
1,5,88
3,6,44
6,2,87
8,2,85
2,7,86
5,5,58
2,2,46
7,1,63
8,6,51
6,9,81
9,2,65
6,4,88
2,0,61
7,1,66
4,7,71
7,0,56
5,7,72
7,6,89
5,3,99
1,1,55
7,4,97
6,2,60
8,8,71
1,7,62
9,8,76
3,9,97
5,5,91
4,0,44
1,0,52
4,4,72
4,3,43
4,3,87
2,9,79
4,9,90
1,7,51
4,3,61
7,1,40
1,8,41
3,6,84
7,3,78
4,1,58
3,1,60
9,7,68
9,6,57
8,6,81
8,4,51
1,5,52
5,3,59
3,7,44
2,5,72
1,7,72
1,1,80
4,3,42
9,5,71
6,4,78
7,7,65
8,5,85
6,9,91
1,3,60
4,5,77
2,9,42
7,9,70
6,7,98
8,9,60
5,9,62
9,3,50
6,3,43
5,2,97
2,0,56
6,7,81
7,1,99
6,1,55
4,1,96
7,5,45
8,1,88
7,9,52
7,6,82
6,9,63
5,6,84
6,8,59
5,1,69
3,9,65
2,8,52
5,5,96
9,0,66
6,6,78
7,5,62
6,5,70
5,8,66
1,3,83
5,0,72
5,8,96
5,0,48
7,4,61
4,5,79
5,6,71
1,6,77
7,8,47
7,1,42
6,7,84
8,2,98
4,9,73
3,4,59
1,3,41
6,1,73
9,4,46
2,9,92
9,6,93
6,1,66
6,9,54
4,7,97
5,2,59
5,6,89
3,4,69
6,2,60
4,8,48
8,3,43
1,2,46
4,5,92
3,4,95
8,0,74
6,9,77
1,9,96
5,0,94
1,6,62
8,4,44
2,0,52
7,5,48
5,8,55
3,8,41
6,9,73
9,1,60
2,0,63
3,3,54
7,9,74
9,3,48
1,7,77
7,6,87
7,2,89
4,8,77
9,2,55
1,9,47
5,0,73
2,8,47
6,7,68
3,1,91
9,5,64
6,4,89
3,9,95
7,6,84
1,0,41
2,3,47
6,5,79
6,6,96
5,6,56
9,5,41
1,3,57
6,0,57
6,6,70
9,8,74
6,9,57
3,2,55
9,5,46
4,1,46
3,8,85
8,3,46
6,3,54
4,7,98
3,9,66
7,2,42
2,1,83
5,9,54
3,3,85
4,6,79
7,4,65
9,2,57
4,3,61
6,4,77
5,7,43
9,1,41
3,6,65
5,6,75
4,3,71
6,2,92
7,8,73
7,6,47
3,4,81
1,9,77
5,4,54
9,2,76
7,8,68
9,2,84
1,6,56
7,0,84
6,5,62
5,4,66
6,1,91
1,6,42
2,9,46
2,8,94
9,9,93
5,9,54
4,9,77
7,2,45
4,7,91
4,0,74
3,7,55
9,5,53
7,3,49
8,5,69
4,6,67
9,4,95
5,8,64
7,9,98
2,3,81
7,6,61
6,1,96
1,0,53
1,6,98
2,5,77
9,2,83
6,3,45
6,9,95
2,9,44
3,4,82
3,5,97
9,8,88
3,5,88
9,5,41
5,1,86
9,1,91
4,1,46
1,6,76
5,9,47
1,1,45
9,5,55
3,9,46
1,4,40
1,5,74
3,2,92
9,2,58
1,8,59
5,4,51
3,7,43
9,3,93
9,6,59
2,1,46
3,5,71
8,3,85
1,6,92
1,2,45
5,5,95
7,1,90
7,2,91
1,9,99
1,1,68
8,1,52
1,1,77
2,5,46
3,3,48
9,2,61
6,2,71
7,2,83
6,9,59
9,9,52
2,1,56
5,8,85
4,0,90
6,1,60
8,8,71
7,2,46
3,8,66
6,0,92
4,6,78
3,5,63
1,2,91
3,3,51
9,7,49
9,9,77
6,4,62
3,8,65
6,9,64
3,6,77
2,6,81
9,2,92
1,9,86
4,3,55
4,0,63
8,3,53
3,5,94
1,7,85
3,2,83
1,4,52
1,7,89
4,2,59
1,4,65
9,0,83
9,2,94
4,7,65
7,0,47
1,3,55
3,2,60
8,3,76
3,0,58
8,1,64
8,4,88
4,5,79
3,5,90
2,1,76
5,4,80
6,2,99
2,7,96
8,3,78
7,3,67
7,8,79
9,0,44
1,5,97
5,3,75
2,4,78
1,0,46
6,8,43
4,8,50
3,5,49
4,3,67
7,0,65
3,9,79
5,9,46
2,2,64
7,3,60
8,9,96
7,9,80
2,9,40
4,8,92
4,5,65
5,9,78
4,9,94
7,0,63
4,7,43
4,0,99
1,2,50
1,8,95
6,2,68
9,3,56
7,9,57
5,4,95
2,1,73
1,6,78
4,1,93
7,8,79
8,8,45
9,1,85
8,6,50
1,1,94
1,2,96
5,5,51
7,4,95
3,4,41
2,9,90
7,5,60
4,1,97
4,0,42
6,5,65
7,7,65
2,8,43
6,8,78
8,0,61
5,9,89
3,5,75
8,7,48
2,8,43
7,2,57
6,3,65
8,2,80
2,9,58
4,2,57
2,5,76
8,2,93
6,2,89
4,7,45
9,9,91
4,4,53
5,3,50
3,4,83
5,0,67
4,9,50
3,9,69
1,9,43
9,9,79
1,2,52
5,0,69
2,5,57
4,5,99
5,5,88
6,4,52
6,2,58
3,6,57
4,3,68
2,6,73
3,6,51
5,4,53
2,6,42
5,3,87
7,7,99
1,8,44
7,0,85
1,2,87
5,1,93
4,3,93
1,2,98
5,1,46
7,4,82
2,7,60
8,6,58
2,0,90
2,7,85
2,9,97
1,9,46
8,5,83
3,6,54
3,4,45
1,8,40
5,0,71
5,8,82
1,6,79
7,7,75
6,9,51
7,3,87
7,4,87
5,8,55
4,5,41
2,5,64
1,1,96
9,1,78
4,8,75
